histy_x,tx
-45.080321285140556,0.0017194792434291329
-44.87951807228916,0.002763448784082535
-44.67871485943775,0.004421518054532056
-44.47791164658635,0.007123556865634979
-44.27710843373494,0.011606484893146647
-44.07630522088354,0.016335052812576762
-43.87550200803213,0.024871039056742816
-43.67469879518072,0.03285433554409236
-43.47389558232932,0.04353967084254483
-43.27309236947791,0.056804225006141
-43.07228915662651,0.07215671825104397
-42.8714859437751,0.0883689511176615
-42.6706827309237,0.1028002947678703
-42.46987951807229,0.11870547776958977
-42.26907630522088,0.13454925079832963
-42.06827309236948,0.15002456398919184
-41.86746987951807,0.16408744780152296
-41.66666666666667,0.17765905183001718
-41.46586345381526,0.19012527634487839
-41.265060240963855,0.20326701056251534
-41.06425702811245,0.21462785556374353
-40.86345381526104,0.2268484401866863
-40.66265060240964,0.237656595431098
-40.46184738955823,0.2485875706214689
-40.26104417670683,0.258535986244166
-40.06024096385542,0.267563252272169
-39.859437751004016,0.27726602800294764
-39.65863453815261,0.28807418324735934
-39.4578313253012,0.29691721935642346
-39.2570281124498,0.30502333578973223
-39.05622489959839,0.3145418816015721
-38.85542168674699,0.32098992876443133
-38.65461847389558,0.3300786047654139
-38.45381526104418,0.33879882092851876
-38.25301204819277,0.3465978874969295
-38.05220883534136,0.3548882338491771
-37.85140562248996,0.3643453696880373
-37.65060240963855,0.37214443625644805
-37.449799196787154,0.3812945222304102
-37.24899598393574,0.38927781871775974
-37.04819277108433,0.39719970523212966
-36.84738955823293,0.4065954310980103
-36.64658634538152,0.4154384672070744
-36.445783132530124,0.42452714320805696
-36.24497991967871,0.4325104396954065
-36.044176706827315,0.4408007860476541
-35.8433734939759,0.4497666421026774
-35.64257028112449,0.45860967821174153
-35.441767068273094,0.4666543846720707
-35.24096385542168,0.4747605011053795
-35.040160642570285,0.4830508474576271
-34.83935742971887,0.4912797838368951
-34.638554216867476,0.4996315401621223
-34.437751004016064,0.5076762466224515
-34.23694779116465,0.5159051830017195
-34.036144578313255,0.5237042495701302
-33.835341365461844,0.5292925571112749
-33.634538152610446,0.5385040530582167
-33.433734939759034,0.5458118398427905
-33.23293172690763,0.5530582166543847
-33.032128514056225,0.5593834438712847
-32.831325301204814,0.5682878899533285
-32.630522088353416,0.576271186440678
-32.429718875502004,0.5838860230901498
-32.22891566265061,0.5925448292802751
-32.028112449799195,0.6012036354704003
-31.82730923694779,0.6075288626873003
-31.626506024096386,0.6156963890935887
-31.42570281124498,0.6238025055268974
-31.224899598393574,0.6328297715549004
-31.02409638554217,0.6391549987718004
-30.823293172690764,0.6474453451240479
-30.622489959839356,0.6551215917464994
-30.42168674698795,0.6626750184229917
-30.220883534136547,0.6709039548022597
-30.020080321285143,0.6787030213706704
-29.819277108433734,0.686195038074183
-29.61847389558233,0.6928887251289607
-29.417670682730922,0.7006263817243918
-29.216867469879517,0.7079955784819453
-29.016064257028113,0.7165315647261113
-28.815261044176708,0.7249447310243182
-28.614457831325304,0.733849177106362
-28.413654618473895,0.7409727339719969
-28.21285140562249,0.7476664210267746
-28.012048192771083,0.7554040776222057
-27.811244979919678,0.7620363547040038
-27.610441767068274,0.7695283714075164
-27.40963855421687,0.7786784573814786
-27.20883534136546,0.7866617538688281
-27.008032128514056,0.7953205600589534
-26.80722891566265,0.8026283468435271
-26.606425702811244,0.8103045934659786
-26.40562248995984,0.8183492999263078
-26.204819277108435,0.8249201670351263
-26.00401606425703,0.8324121837386389
-25.803212851405622,0.840948169982805
-25.602409638554217,0.8474576271186438
-25.40160642570281,0.8551338737410953
-25.200803212851405,0.861827560795873
-25.0,0.8678457381478749
-24.799196787148595,0.8756448047162856
-24.59839357429719,0.8822770817980836
-24.397590361445783,0.8880496192581672
-24.196787148594378,0.8941292065831488
-23.99598393574297,0.899471874232375
-23.795180722891565,0.9063497912060915
-23.59437751004016,0.912122328666175
-23.393574297188756,0.9182019159911566
-23.192771084337352,0.9223163841807906
-22.991967871485944,0.9260009825595673
-22.79116465863454,0.9297469909113236
-22.59036144578313,0.9340456890198965
-22.389558232931726,0.9383443871284693
-22.188755020080322,0.9427659051830014
-21.987951807228917,0.9474330631294519
-21.78714859437751,0.9519159911569636
-21.586345381526105,0.9556619995087199
-21.3855421686747,0.959285187914517
-21.184738955823292,0.9634610660771306
-20.983935742971887,0.9675755342667646
-20.783132530120483,0.9705232129697859
-20.582329317269078,0.9727953819700316
-20.38152610441767,0.9753131908621957
-20.180722891566266,0.977646769835421
-19.979919678714857,0.9799803488086463
-19.779116465863453,0.9816384180790958
-19.57831325301205,0.9831122574306065
-19.377510040160644,0.9843404568901987
-19.17670682730924,0.9856300663227705
-18.97590361445783,0.9864898059444851
-18.775100401606426,0.9874723655121589
-18.57429718875502,0.9882706951608938
-18.373493975903614,0.9887005649717511
-18.17269076305221,0.9893146647015472
-17.971887550200805,0.9899901744043229
-17.771084337349397,0.9905428641611395
-17.570281124497992,0.9909113239990172
-17.369477911646587,0.9910341439449764
-17.168674698795183,0.9914640137558336
-16.96787148594378,0.9915868337017928
-16.76706827309237,0.9918324735937112
-16.566265060240962,0.9919552935396704
-16.365461847389557,0.9922009334315888
-16.164658634538153,0.9922623434045684
-15.963855421686748,0.9924465733235073
-15.763052208835344,0.9926308032424461
-15.562248995983936,0.9926308032424461
-15.361445783132528,0.9926922132154258
-15.160642570281123,0.992815033161385
-14.959839357429718,0.9929992630803238
-14.759036144578314,0.993122083026283
-14.55823293172691,0.9933677229182014
-14.357429718875505,0.9935519528371403
-14.156626506024097,0.9936747727830995
-13.955823293172688,0.9939818226479975
-13.755020080321284,0.9939818226479975
-13.55421686746988,0.9939818226479975
-13.353413654618475,0.9939818226479975
-13.15261044176707,0.9942274625399159
-12.951807228915666,0.9942274625399159
-12.751004016064257,0.9943502824858751
-12.55020080321285,0.9947801522967323
-12.349397590361445,0.9949643822156712
-12.14859437751004,0.9950872021616304
-11.947791164658636,0.9952714320805692
-11.746987951807231,0.9953328420535489
-11.546184738955827,0.9953328420535489
-11.345381526104418,0.9953328420535489
-11.14457831325301,0.9954556619995081
-10.943775100401606,0.9954556619995081
-10.742971887550201,0.9955784819454673
-10.542168674698797,0.9958241218373857
-10.341365461847392,0.9960083517563245
-10.140562248995984,0.9961311717022837
-9.939759036144576,0.9962539916482429
-9.738955823293171,0.9964382215671818
-9.538152610441767,0.9964382215671818
-9.337349397590362,0.9964382215671818
-9.136546184738958,0.9964996315401614
-8.935742971887553,0.9964996315401614
-8.734939759036145,0.9966838614591003
-8.534136546184737,0.9968066814050595
-8.333333333333332,0.9968680913780391
-8.132530120481928,0.9969909113239983
-7.931726907630523,0.9971137312699575
-7.7309236947791184,0.9971137312699575
-7.530120481927714,0.9971751412429372
-7.329317269076306,0.9972365512159168
-7.128514056224898,0.9972979611888965
-6.927710843373493,0.9974207811348557
-6.7269076305220885,0.9974207811348557
-6.526104417670684,0.9975436010808149
-6.325301204819279,0.997666421026774
-6.124497991967871,0.9977892409727332
